member.id,age,gender,ad.group,prev.purchase,n.visit,predicted.incomeleve,visit.id,site.visit,purchase.prob,activity.level,time.spent.onwebsite,attention,purchased.after.visit,review
8321234,54,0,0,0,2,3,895517,0,0.153075726189533,0,0,4,0,0
8321234,54,0,0,0,2,3,2105123,0,0.160900437216364,0,0,10,0,0
3542940,53,0,0,0,1,2,1570985,0,0.152892111585887,0,0,6,0,0
9786882,66,1,1,0,2,1,2252171,1,0.178924962180785,4,4,16,1,0
9786882,66,1,1,0,2,1,3821086,0,0.172212641375282,0,0,9,0,0
9879898,59,1,1,0,1,5,2792001,0,0.190570414127342,0,0,4,0,0
6346299,57,0,0,0,1,3,4556492,0,0.167998024694728,0,0,8,0,0
9421091,55,1,1,2,2,2,6189365,1,0.303797162461988,1,1,1,0,0
9421091,55,1,1,2,2,2,4407644,1,0.312226891466667,3,3,9,1,1
140069,56,1,0,0,1,3,8298385,0,0.175214899813536,0,0,2,0,0
253305,54,1,0,2,2,2,4487869,0,0.298692824745818,0,0,2,0,0
253305,54,1,0,2,2,2,7316987,0,0.293663117072975,0,0,4,0,0
4862962,52,1,0,0,1,2,6874106,0,0.166463147410958,0,0,6,0,0
2678396,60,1,0,0,1,3,8696534,0,0.161606673321577,0,0,8,0,0
7640436,58,1,0,1,2,8,4164164,0,0.283192136591065,0,0,8,0,0
7640436,58,1,0,1,2,8,6269230,0,0.281347272822717,0,0,3,0,0
4880317,58,1,0,0,3,5,2876509,0,0.192844831081764,0,0,6,0,0
4880317,58,1,0,0,3,5,1779151,0,0.190339673128948,0,0,3,0,0
4880317,58,1,0,0,3,5,3132937,0,0.192350992716413,0,0,2,0,0
7468625,55,1,0,0,2,2,7161153,0,0.173005028357215,0,0,24,0,0
7468625,55,1,0,0,2,2,4140133,0,0.161903428310035,0,0,12,0,0
425638,62,1,0,0,1,3,7259828,0,0.190611370350997,0,0,8,0,0
4406222,49,0,0,0,2,2,6791231,0,0.155302115444475,0,0,8,0,0
4406222,49,0,0,0,2,2,3849975,0,0.146755931564327,0,0,6,0,0
1460590,63,1,0,1,2,2,98062,0,0.241166466427825,0,0,2,0,0
1460590,63,1,0,1,2,2,1251671,1,0.24843004303204,4,2,8,1,0
4419225,63,1,0,4,1,1,9006880,1,0.423718446282416,2,2,4,0,0
2841009,60,1,0,1,4,3,7671816,0,0.238648962498204,0,0,2,0,0
2841009,60,1,0,1,4,3,3751461,0,0.249115155768221,0,0,4,0,0
2841009,60,1,0,1,4,3,5024029,0,0.242711432956763,0,0,10,0,0
2841009,60,1,0,1,4,3,9027331,0,0.251755863574857,0,0,4,0,0
736208,49,1,0,0,1,3,3255304,0,0.151425014633448,0,0,2,0,0
6853183,57,1,0,3,3,1,8302816,0,0.355295050174126,0,0,6,0,0
6853183,57,1,0,3,3,1,5378359,1,0.366061576168068,3,1,3,0,0
6853183,57,1,0,3,3,1,2462025,1,0.375298672932427,2,4,8,1,1
7947808,52,1,0,1,2,1,3975635,0,0.232168576068776,0,0,2,0,0
7947808,52,1,0,1,2,1,6643139,0,0.227181517696332,0,0,2,0,0
5381839,54,1,0,2,2,1,5014319,1,0.300061315294649,2,1,2,0,0
5381839,54,1,0,2,2,1,9447893,1,0.296925682328895,1,3,3,0,0
245867,52,1,0,0,1,3,4287700,0,0.168941101386956,0,0,3,0,0
2783067,43,1,0,2,2,1,9599614,0,0.273788720881893,0,0,12,0,0
2783067,43,1,0,2,2,1,2559601,1,0.297941362688596,3,2,6,1,1
8409064,53,1,0,5,1,2,5180229,1,0.49645583938836,1,3,3,0,0
4673884,50,1,0,2,1,2,3544370,0,0.298058289031965,0,0,6,0,0
7601749,56,0,0,0,1,3,3916658,0,0.168896546213047,0,0,6,0,0
9980160,51,0,1,0,1,2,2867288,1,0.157184482420244,2,1,2,0,0
7777932,55,0,0,0,2,3,985917,0,0.160401048907281,0,0,2,0,0
7777932,55,0,0,0,2,3,6930085,0,0.154241352418111,0,0,2,0,0
8795246,63,1,0,1,3,1,1303915,0,0.229040615125119,0,0,2,0,0
8795246,63,1,0,1,3,1,4903232,0,0.229421764491103,0,0,9,0,0
8795246,63,1,0,1,3,1,86325,1,0.244213208183348,4,3,12,1,1
4935018,49,1,0,0,1,4,3299388,0,0.181635446430406,0,0,4,0,0
7086836,47,0,0,0,2,2,6245096,0,0.146870513938616,0,0,3,0,0
7086836,47,0,0,0,2,2,3747535,0,0.14747789193048,0,0,4,0,0
4875479,56,1,0,0,1,2,4293981,0,0.164432963109664,0,0,2,0,0
7820028,51,0,0,0,2,4,9228011,0,0.162037383857537,0,0,4,0,0
7820028,51,0,0,0,2,4,5354029,0,0.150209451044037,0,0,2,0,0
9117668,51,1,1,1,1,4,8548220,1,0.247214538644908,2,1,2,0,0
2859783,60,1,0,0,1,5,7153534,0,0.190690318190963,0,0,2,0,0
6083413,56,1,0,2,1,1,7132538,0,0.288434785730656,0,0,3,0,0
5409738,62,1,0,0,4,3,3247114,0,0.170036053932885,0,0,2,0,0
5409738,62,1,0,0,4,3,2518192,0,0.173185383025248,0,0,9,0,0
5409738,62,1,0,0,4,3,1537741,0,0.178020088055156,0,0,6,0,0
5409738,62,1,0,0,4,3,7851683,0,0.175728473818854,0,0,3,0,0
9964010,50,1,1,1,2,6,365880,1,0.262279944933244,2,2,4,0,0
9964010,50,1,1,1,2,6,1181307,0,0.257511801391139,0,0,15,0,0
6108147,57,1,0,2,1,4,3724935,0,0.314562198817958,0,0,6,0,0
2103814,55,0,0,0,1,1,2609322,1,0.160694982129687,2,3,6,1,1
3175805,49,1,0,1,1,1,7764086,0,0.22714903413197,0,0,8,0,0
9058154,51,0,1,0,2,2,4832073,0,0.151596993852956,0,0,14,0,0
9058154,51,0,1,0,2,2,34327,0,0.143837123035308,0,0,4,0,0
3234586,55,0,0,0,1,3,578520,0,0.154749082056811,0,0,9,0,0
5608782,56,1,0,1,1,3,8336000,0,0.234995231397145,0,0,6,0,0
6919710,53,1,0,2,2,3,7181252,1,0.31289758108021,1,2,2,0,0
6919710,53,1,0,2,2,3,2964695,0,0.303754290545584,0,0,4,0,0
5599289,59,1,0,1,1,2,7862112,0,0.23214940814286,0,0,8,0,0
3426741,52,0,0,0,2,4,6387521,0,0.163794623990443,0,0,2,0,0
3426741,52,0,0,0,2,4,1637290,0,0.157528087686189,0,0,4,0,0
2344858,53,1,0,2,1,4,3438436,1,0.315091618582182,2,6,12,1,1
4295812,57,1,0,1,1,2,1311037,0,0.222033478629319,0,0,15,0,0
7366635,62,1,0,3,2,1,5935034,1,0.366025116196507,3,1,3,0,0
7366635,62,1,0,3,2,1,7646796,1,0.364126818136479,2,2,4,0,0
3746379,52,1,0,0,1,2,8505504,0,0.154602202843883,0,0,3,0,0
4886544,62,1,0,1,2,3,3922144,0,0.244589963716182,0,0,3,0,0
4886544,62,1,0,1,2,3,9264945,0,0.237002607851162,0,0,1,0,0
8004711,50,0,0,2,1,2,6687968,0,0.280775994550547,0,0,12,0,0
6830082,63,0,0,1,1,6,9976645,0,0.250982028274561,0,0,6,0,0
6856503,48,1,0,0,1,2,5092068,0,0.165646218913972,0,0,10,0,0
946433,56,1,0,1,1,5,3853328,0,0.250546153733147,0,0,4,0,0
3806702,48,1,0,0,1,1,8074706,0,0.163967603980676,0,0,2,0,0
4069518,66,1,0,0,1,1,9991051,0,0.173687663803989,0,0,10,0,0
3877654,57,1,0,1,1,2,852519,0,0.234022031405204,0,0,6,0,0
5918966,58,0,0,1,2,1,1554475,0,0.214627650893272,0,0,1,0,0
5918966,58,0,0,1,2,1,5151574,1,0.222248203122769,3,1,3,0,0
8365216,65,1,0,3,1,3,3886168,1,0.382462548441965,4,2,8,1,0
5204876,59,1,0,3,1,3,1189848,0,0.368482524239135,0,0,2,0,0
4319640,55,1,0,0,3,5,3722115,0,0.185358982006795,0,0,5,0,0
4319640,55,1,0,0,3,5,9023988,0,0.184903670546705,0,0,6,0,0
4319640,55,1,0,0,3,5,8855971,0,0.184065867746479,0,0,4,0,0
8846836,60,1,0,1,1,3,1410856,0,0.243449428083636,0,0,9,0,0
9103189,56,0,1,0,1,3,9288321,0,0.158725392646461,0,0,4,0,0
535373,60,1,0,2,1,4,6985667,1,0.324438677112673,3,2,6,0,0
4607998,58,1,0,0,1,1,1666687,1,0.178213881947571,4,2,8,1,0
7172906,56,1,0,1,3,2,8905004,0,0.22980637236207,0,0,4,0,0
7172906,56,1,0,1,3,2,5482300,0,0.218837703623353,0,0,4,0,0
7172906,56,1,0,1,3,2,7830283,0,0.236232914366477,0,0,6,0,0
3737085,55,1,0,1,2,6,6669569,0,0.258575413289957,0,0,9,0,0
3737085,55,1,0,1,2,6,8074499,0,0.259789717322878,0,0,1,0,0
299074,59,1,0,7,4,1,4322930,1,0.624692776369746,3,6,18,1,0
299074,59,1,0,7,4,1,1817643,1,0.635789473353207,1,1,1,0,0
299074,59,1,0,7,4,1,23647,1,0.645308990812745,3,3,9,1,1
299074,59,1,0,7,4,1,5125820,1,0.639174138121412,4,2,8,1,0
277618,61,1,0,2,2,3,1759274,0,0.307552072219549,0,0,3,0,0
277618,61,1,0,2,2,3,4705125,0,0.306737030973766,0,0,9,0,0
6989176,56,1,0,0,1,1,6394398,0,0.154083186186993,0,0,6,0,0
2587890,64,1,0,0,1,3,1164198,0,0.180404714958708,0,0,6,0,0
8906338,56,1,0,0,1,2,8495302,0,0.156029195002454,0,0,6,0,0
808368,45,1,0,3,1,3,1087,1,0.365637709378448,1,2,2,0,0
9555879,54,1,1,0,4,2,9990488,0,0.165571705827771,0,0,4,0,0
9555879,54,1,1,0,4,2,4532846,0,0.156756833313059,0,0,4,0,0
9555879,54,1,1,0,4,2,918528,0,0.166987752346302,0,0,3,0,0
9555879,54,1,1,0,4,2,4609429,0,0.171361658536354,0,0,4,0,0
9732175,64,1,1,0,2,2,9265824,0,0.167191373680251,0,0,4,0,0
9732175,64,1,1,0,2,2,7355916,0,0.166285117264757,0,0,3,0,0
1401502,61,0,0,2,1,3,2935342,1,0.30164998308539,2,1,2,0,0
6777698,55,1,0,1,1,5,860994,0,0.261416901003145,0,0,6,0,0
7911551,53,1,0,2,3,3,3285004,0,0.306390585573624,0,0,2,0,0
7911551,53,1,0,2,3,3,3659592,0,0.293583852698741,0,0,18,0,0
7911551,53,1,0,2,3,3,9251518,0,0.307067831876281,0,0,3,0,0
7010180,63,1,0,1,1,2,6377520,0,0.239747188262691,0,0,4,0,0
2719373,54,1,0,0,2,1,34941,0,0.149210191794344,0,0,3,0,0
2719373,54,1,0,0,2,1,6322653,0,0.158083868873994,0,0,2,0,0
4853395,62,0,0,1,1,2,5322417,1,0.235888894530705,3,5,15,1,0
8770880,59,0,0,1,2,3,532080,0,0.228289162296183,0,0,3,0,0
8770880,59,0,0,1,2,3,8405496,1,0.23889121936373,1,5,5,0,0
32623,56,1,0,0,3,6,8347110,0,0.190261062542993,0,0,16,0,0
32623,56,1,0,0,3,6,7461410,0,0.197464056870597,0,0,8,0,0
32623,56,1,0,0,3,6,7351193,0,0.200539523645997,0,0,4,0,0
9580704,55,1,1,3,1,1,9397236,1,0.3607369149076,3,1,3,0,0
4811806,51,1,0,0,3,1,9117182,0,0.164975058832579,0,0,2,0,0
4811806,51,1,0,0,3,1,8140055,0,0.151904734110108,0,0,8,0,0
4811806,51,1,0,0,3,1,5735735,0,0.160124862109938,0,0,6,0,0
9601005,64,0,1,0,3,1,4770978,0,0.155585900558622,0,0,3,0,0
9601005,64,0,1,0,3,1,5177810,1,0.165927931884146,2,2,4,0,0
9601005,64,0,1,0,3,1,57578,1,0.159222846256701,4,1,4,0,0
5018623,51,1,0,2,1,3,6805762,1,0.310735687088337,2,1,2,0,0
223506,58,1,0,0,1,1,1986763,0,0.149110676220733,0,0,3,0,0
1102244,53,0,0,1,1,2,6315202,0,0.218586263381172,0,0,4,0,0
7475253,50,1,0,0,1,3,2859685,0,0.166916612101592,0,0,4,0,0
5990313,49,1,0,0,1,2,3628151,0,0.16159151103868,0,0,4,0,0
7803869,66,1,0,0,2,2,7443953,0,0.174096233633304,0,0,2,0,0
7803869,66,1,0,0,2,2,6241929,0,0.158442509850736,0,0,27,0,0
9457231,57,1,1,4,5,3,7998325,1,0.442526006138502,3,3,9,1,1
9457231,57,1,1,4,5,3,1805910,1,0.437169312079938,4,4,16,1,0
9457231,57,1,1,4,5,3,5939369,1,0.443024696671653,2,4,8,1,1
9457231,57,1,1,4,5,3,2022521,1,0.450015527213851,2,2,4,1,0
9457231,57,1,1,4,5,3,7290316,1,0.439758884920003,2,5,10,1,1
3578766,58,0,0,1,1,2,3592773,0,0.22264271521175,0,0,12,0,0
4858058,60,1,0,5,1,3,5474579,1,0.507218177822591,3,3,9,1,1
5264015,63,1,0,2,1,2,7924271,1,0.319670438653635,3,5,15,1,1
8483114,55,1,0,0,1,1,3707528,0,0.156910369767676,0,0,3,0,0
5011335,59,0,0,0,1,1,5959775,0,0.136984253170697,0,0,3,0,0
3445433,52,0,0,0,1,2,2274810,0,0.152612935483268,0,0,5,0,0
5828667,66,1,0,1,1,4,5768069,0,0.259890852527221,0,0,9,0,0
5267766,63,1,0,0,1,4,9869961,0,0.182722848182444,0,0,2,0,0
9069483,56,1,1,4,2,4,5088126,1,0.456346010206019,2,4,8,1,1
9069483,56,1,1,4,2,4,4746766,1,0.460775907193272,2,1,2,0,0
9790604,59,1,1,1,3,8,3245968,0,0.272858145777758,0,0,4,0,0
9790604,59,1,1,1,3,8,3882320,1,0.290168822700531,3,3,9,1,0
9790604,59,1,1,1,3,8,3065810,0,0.27614978215359,0,0,24,0,0
146688,52,1,0,0,2,2,3458380,0,0.157354618955594,0,0,9,0,0
146688,52,1,0,0,2,2,1699680,0,0.164650680737706,0,0,12,0,0
7419568,63,1,0,3,2,4,6571517,0,0.375059943114992,0,0,2,0,0
7419568,63,1,0,3,2,4,1373087,0,0.380504203383092,0,0,2,0,0
4774318,49,0,0,0,2,4,6774393,0,0.165768608771336,0,0,6,0,0
4774318,49,0,0,0,2,4,3742534,0,0.158759298836776,0,0,4,0,0
8995627,49,1,0,0,1,1,6214104,0,0.158653369884708,0,0,3,0,0
3121052,63,1,0,1,1,3,1785686,0,0.242460203880977,0,0,16,0,0
2649217,69,1,0,0,1,2,7443287,0,0.175802203120998,0,0,6,0,0
5518483,62,1,0,2,1,2,4746654,1,0.307052467116412,2,4,8,0,0
9114935,61,0,1,0,1,2,32950,0,0.154854231918383,0,0,6,0,0
1074196,54,1,0,1,1,1,5344030,0,0.22125772641931,0,0,2,0,0
9527417,61,1,1,3,1,2,696679,1,0.377655716810819,3,1,3,0,0
5808593,59,1,0,0,1,2,9126559,0,0.173332892219653,0,0,4,0,0
8794976,56,0,0,3,1,2,3580596,1,0.361970429814688,2,1,2,0,0
8067514,55,0,0,3,3,2,9875579,1,0.355138743482871,1,1,1,0,0
8067514,55,0,0,3,3,2,1236346,1,0.350443875160676,3,1,3,0,0
8067514,55,0,0,3,3,2,9272703,0,0.340689353060862,0,0,6,0,0
5024362,61,1,0,0,1,1,8878969,0,0.167538694270685,0,0,3,0,0
8359775,50,1,0,1,2,2,9587663,0,0.225598572257563,0,0,9,0,0
8359775,50,1,0,1,2,2,727188,0,0.233897858850049,0,0,4,0,0
9040887,61,0,1,0,1,3,4040052,1,0.177990994621038,3,2,6,0,0
25122,56,1,0,0,1,3,5048092,0,0.16809044196568,0,0,6,0,0
4629303,60,1,0,0,2,4,1861698,0,0.183285137704233,0,0,2,0,0
4629303,60,1,0,0,2,4,1067166,0,0.183994304677654,0,0,21,0,0
1938181,62,0,0,1,1,3,5259676,0,0.220857155703634,0,0,6,0,0
1294942,53,1,0,7,1,2,2040493,1,0.6268922377201,3,7,21,1,1
1326141,59,0,0,1,3,4,8393959,0,0.235277931547527,0,0,12,0,0
1326141,59,0,0,1,3,4,6625448,0,0.229353607994044,0,0,4,0,0
1326141,59,0,0,1,3,4,1148315,0,0.234866408266654,0,0,6,0,0
7214725,54,1,0,0,1,2,1455028,0,0.171446929500952,0,0,3,0,0
5883757,60,0,0,0,2,2,7801315,0,0.155350340900233,0,0,8,0,0
5883757,60,0,0,0,2,2,6604101,0,0.152322533487198,0,0,2,0,0
5354929,56,1,0,0,2,2,7485484,0,0.168864886822831,0,0,6,0,0
5354929,56,1,0,0,2,2,3784483,0,0.174616524382324,0,0,4,0,0
7569960,54,1,0,0,2,2,720369,0,0.166019202279483,0,0,9,0,0
7569960,54,1,0,0,2,2,7943691,0,0.165116184162938,0,0,3,0,0
4078707,51,1,0,0,1,1,941308,0,0.156880725413808,0,0,2,0,0
872432,54,1,0,4,1,6,4132042,1,0.461372563607147,3,1,3,0,0
9315403,55,0,1,1,1,3,4310816,1,0.23076795552398,2,2,4,1,1
7231395,63,1,0,0,1,1,783525,0,0.165674709868681,0,0,12,0,0
3616132,52,1,0,0,2,5,5799197,0,0.178365951126166,0,0,4,0,0
3616132,52,1,0,0,2,5,7779585,0,0.180844714650788,0,0,2,0,0
4387599,58,0,0,1,1,4,8617507,1,0.246498974115353,1,2,2,0,0
6622243,51,1,0,3,2,4,9083494,1,0.378680422151146,2,1,2,0,0
6622243,51,1,0,3,2,4,1100491,1,0.385703262758768,3,3,9,1,1
320275,55,1,0,1,1,2,1167188,0,0.240440531844855,0,0,4,0,0
179765,56,0,0,0,3,1,2707261,0,0.150877729000886,0,0,4,0,0
179765,56,0,0,0,3,1,2443384,1,0.164058778582828,4,2,8,1,1
179765,56,0,0,0,3,1,9058168,0,0.142204870824919,0,0,6,0,0
7390757,47,0,0,2,2,1,3708838,1,0.278279316681779,2,1,2,0,0
7390757,47,0,0,2,2,1,3916308,1,0.275266053329766,3,3,9,1,1
852635,59,1,0,3,2,3,8482921,0,0.371218601855487,0,0,4,0,0
852635,59,1,0,3,2,3,3470002,1,0.380300514465194,2,3,6,1,1
2301209,55,0,0,0,2,1,1702463,0,0.149875773975976,0,0,6,0,0
2301209,55,0,0,0,2,1,9715362,0,0.143728447714376,0,0,4,0,0
2468268,48,1,0,0,1,4,2203850,0,0.175451377755315,0,0,9,0,0
269784,50,0,0,0,1,4,1313268,0,0.162431335094724,0,0,2,0,0
3751746,50,1,0,0,1,1,5592886,0,0.149104526411682,0,0,3,0,0
885902,55,1,0,2,1,1,930903,0,0.292348484741814,0,0,1,0,0
3761721,51,1,0,0,1,1,9508816,0,0.159078836037631,0,0,2,0,0
2247948,52,0,0,0,1,2,326484,0,0.146806312695521,0,0,6,0,0
8116899,61,1,0,1,1,3,2784724,0,0.247852753051534,0,0,3,0,0
1415517,60,1,0,0,1,1,5442802,0,0.160442991074876,0,0,4,0,0
296847,56,1,0,0,1,7,1589076,0,0.193796187581024,0,0,6,0,0
2248156,63,1,0,1,1,2,5737552,0,0.240286176701991,0,0,9,0,0
7679238,60,1,0,0,3,3,352974,0,0.173551193606702,0,0,4,0,0
7679238,60,1,0,0,3,3,3327600,0,0.186517716911861,0,0,9,0,0
7679238,60,1,0,0,3,3,6141921,0,0.159071211585842,0,0,3,0,0
6376852,51,1,0,0,4,4,7382040,0,0.183832035527789,0,0,3,0,0
6376852,51,1,0,0,4,4,8713706,0,0.182785120562273,0,0,12,0,0
6376852,51,1,0,0,4,4,6119312,0,0.162981749136749,0,0,4,0,0
6376852,51,1,0,0,4,4,4728290,0,0.17826943336455,0,0,6,0,0
7853473,54,0,0,1,1,1,3227863,0,0.211704586597087,0,0,4,0,0
3335911,49,1,0,4,1,3,6518511,1,0.436303579553144,2,2,4,1,1
5772108,58,1,0,1,1,3,9786377,0,0.244829109058432,0,0,6,0,0
2546444,58,1,0,1,1,1,8921532,0,0.220528555709209,0,0,3,0,0
8214709,56,1,0,3,1,4,7502062,1,0.38842579010605,3,2,6,1,0
2696295,54,1,0,0,1,1,9926654,0,0.159479574585655,0,0,8,0,0
8927264,60,1,0,0,3,2,6155893,0,0.159316723736813,0,0,6,0,0
8927264,60,1,0,0,3,2,7586746,0,0.173076798124873,0,0,6,0,0
8927264,60,1,0,0,3,2,9691988,0,0.170323108762037,0,0,6,0,0
6650751,49,0,0,0,2,2,34796,0,0.141738643984161,0,0,4,0,0
6650751,49,0,0,0,2,2,8158904,0,0.138472576495562,0,0,3,0,0
2478664,53,1,0,0,1,4,7053861,0,0.176846069922491,0,0,6,0,0
9834840,57,1,1,0,1,2,1695519,0,0.16297646685931,0,0,12,0,0
6967958,53,1,0,5,1,4,7527802,1,0.523228693288159,2,2,4,0,0
6668902,59,1,0,2,1,3,2459086,0,0.30972874018247,0,0,3,0,0
3197970,56,1,0,0,2,3,6950440,0,0.177829791031951,0,0,3,0,0
3197970,56,1,0,0,2,3,5713802,0,0.173093566483393,0,0,6,0,0
3443570,56,1,0,2,3,3,9339695,1,0.311624000177537,2,2,4,0,0
3443570,56,1,0,2,3,3,2677851,0,0.300159463480568,0,0,24,0,0
3443570,56,1,0,2,3,3,106651,0,0.306828714202956,0,0,2,0,0
3077944,62,1,0,1,2,2,3464576,0,0.235217197768101,0,0,2,0,0
3077944,62,1,0,1,2,2,5082792,0,0.234336006799103,0,0,9,0,0
247428,57,1,0,0,1,3,4395607,0,0.176426006175985,0,0,4,0,0
241899,52,1,0,2,1,2,3577910,0,0.2923986548928,0,0,3,0,0
8104259,46,1,0,2,3,2,6515097,0,0.287476201297285,0,0,4,0,0
8104259,46,1,0,2,3,2,7424773,0,0.288382836955572,0,0,4,0,0
8104259,46,1,0,2,3,2,8747570,0,0.295720186900223,0,0,6,0,0
2845090,61,1,0,2,1,2,5097855,0,0.303589099615951,0,0,6,0,0
2259514,48,1,0,0,2,2,7445282,0,0.174571870923508,0,0,12,0,0
2259514,48,1,0,0,2,2,7460106,0,0.169548564616789,0,0,1,0,0
6826813,54,1,0,0,1,3,3173885,0,0.182879746672404,0,0,6,0,0
3799663,59,1,0,4,1,2,8085626,1,0.437937481280189,3,4,12,1,1
8881832,51,1,0,3,1,2,8917737,0,0.35930488648043,0,0,2,0,0
6468964,62,1,0,0,1,1,4510343,0,0.156824705956106,0,0,3,0,0
5468086,57,1,0,3,2,1,1994317,0,0.35359207313088,0,0,4,0,0
5468086,57,1,0,3,2,1,3412878,0,0.350796813441315,0,0,6,0,0
6650972,52,1,0,1,1,4,11353,0,0.231037158121399,0,0,6,0,0
5351734,66,1,0,3,1,2,1385456,1,0.375528282923517,4,2,8,1,0
1747993,51,1,0,0,1,3,5939686,0,0.172797592311814,0,0,2,0,0
4204722,55,1,0,1,1,4,9384084,0,0.24503869957067,0,0,3,0,0
4919676,60,1,0,0,4,2,2491347,0,0.175862992985861,0,0,12,0,0
4919676,60,1,0,0,4,2,1904928,0,0.159473950194842,0,0,4,0,0
4919676,60,1,0,0,4,2,7311283,0,0.166285590108312,0,0,4,0,0
4919676,60,1,0,0,4,2,7895917,0,0.168337386849681,0,0,6,0,0
3090167,53,1,0,0,1,4,8795780,0,0.174372279464388,0,0,2,0,0
9096487,46,1,1,0,1,2,7475583,0,0.164367220792608,0,0,2,0,0
8620149,48,0,0,0,1,1,9545599,0,0.129196474994636,0,0,3,0,0
2773733,51,0,0,0,1,4,2656548,0,0.162534878002635,0,0,3,0,0
8215865,53,1,0,1,1,5,2948699,0,0.245757841449455,0,0,18,0,0
6193525,59,1,0,0,1,1,475797,0,0.160265072452859,0,0,6,0,0
6422362,50,1,0,0,1,1,8539466,0,0.15377466518882,0,0,2,0,0
7482119,57,1,0,0,1,2,8228376,0,0.171538039920227,0,0,4,0,0
6160198,51,0,0,0,1,1,6852332,0,0.144919834754467,0,0,2,0,0
1898754,52,1,0,0,2,2,5249859,1,0.183551856266686,3,1,3,0,0
1898754,52,1,0,0,2,2,5377987,0,0.166963486011066,0,0,6,0,0
7018806,62,1,0,3,1,2,2420669,1,0.375702238233977,2,1,2,0,0
4251390,64,1,0,4,2,2,2035644,0,0.428134635321318,0,0,3,0,0
4251390,64,1,0,4,2,2,6597278,1,0.437096860648471,4,4,16,1,0
8336207,58,1,0,0,1,3,7057027,0,0.174195677113908,0,0,15,0,0
3225605,50,1,0,0,1,3,2235324,0,0.159954774207328,0,0,18,0,0
9717800,63,1,1,0,2,1,7868331,0,0.171774669548709,0,0,2,0,0
9717800,63,1,1,0,2,1,2668248,1,0.175031109374033,3,1,3,0,0
4658602,56,1,0,0,1,5,1433664,0,0.181018624331406,0,0,9,0,0
9334926,54,1,1,1,1,2,4528827,1,0.236257087268019,2,1,2,0,0
6319674,50,1,0,0,1,2,3934495,0,0.157794117961624,0,0,2,0,0
3775609,50,1,0,6,2,1,7027963,1,0.560381145031092,2,1,2,0,0
3775609,50,1,0,6,2,1,1064929,1,0.555919315274801,3,2,6,1,1
1239958,51,0,0,1,3,3,6741359,0,0.214282415413704,0,0,4,0,0
1239958,51,0,0,1,3,3,1462979,0,0.217546178259849,0,0,8,0,0
1239958,51,0,0,1,3,3,9011450,0,0.227631711455059,0,0,8,0,0
8283854,51,1,0,0,1,3,7061982,0,0.170688705968305,0,0,3,0,0
5121576,65,0,0,0,1,4,8569240,0,0.177177635716177,0,0,9,0,0
4650376,64,1,0,1,2,3,6382024,0,0.24972095665826,0,0,12,0,0
4650376,64,1,0,1,2,3,4413547,0,0.250613117215387,0,0,4,0,0
9235399,51,1,1,0,1,3,6260812,0,0.178385160436267,0,0,6,0,0
4231670,61,1,0,1,1,2,658461,0,0.23515308325516,0,0,2,0,0
227246,53,0,0,3,1,3,7743685,1,0.353303083375415,2,1,2,0,0
7670218,59,1,0,2,1,3,1959859,0,0.298967273931727,0,0,2,0,0
9999475,52,1,0,0,1,2,1024594,0,0.174468629550985,0,0,3,0,0
8480637,47,1,0,0,2,4,615749,0,0.175748896334588,0,0,6,0,0
8480637,47,1,0,0,2,4,4461691,0,0.172705682678251,0,0,4,0,0
998983,62,1,0,3,1,3,1557470,1,0.383707407943777,3,3,9,1,0
3793239,48,0,0,0,1,1,2989596,0,0.134848558612543,0,0,4,0,0
3989850,57,1,0,1,1,1,9099318,0,0.226861252442278,0,0,1,0,0
7780327,52,1,0,0,1,2,9167087,0,0.161959518863491,0,0,2,0,0
260437,67,1,0,0,2,5,4605268,0,0.203537400630411,0,0,6,0,0
260437,67,1,0,0,2,5,3284398,0,0.185569608630864,0,0,3,0,0
4914100,55,0,0,0,1,1,6409625,0,0.152873805745299,0,0,4,0,0
8442471,52,1,0,2,2,2,1656859,1,0.305377288502519,3,6,18,1,1
8442471,52,1,0,2,2,2,4397615,1,0.306540908928723,3,1,3,0,0
9321566,52,1,1,1,1,1,5901166,1,0.228122591821554,3,2,6,0,0
8649448,56,1,0,1,2,4,2196173,0,0.251691883858416,0,0,2,0,0
8649448,56,1,0,1,2,4,6680498,1,0.256633063188824,3,3,9,1,0
6727617,53,1,0,0,1,2,2945415,0,0.167256984501147,0,0,8,0,0
1993048,47,0,0,0,1,4,922161,0,0.16481323983818,0,0,4,0,0
5694124,47,1,0,5,3,3,255624,1,0.49913717136706,4,2,8,1,0
5694124,47,1,0,5,3,3,2773693,1,0.487613131946104,3,2,6,1,1
5694124,47,1,0,5,3,3,662996,1,0.509196020306057,1,6,6,0,0
1661315,57,1,0,1,2,1,9073438,0,0.235201815807858,0,0,12,0,0
1661315,57,1,0,1,2,1,1612163,1,0.239408583060743,2,2,4,0,0
6506669,56,0,0,0,1,1,7117889,0,0.140093184038471,0,0,4,0,0
3425138,53,1,0,1,1,1,9819464,0,0.21569350744311,0,0,6,0,0
987107,53,0,0,0,1,4,5064957,0,0.156564524413774,0,0,2,0,0
2123282,58,1,0,0,1,2,5082119,0,0.169496190063783,0,0,12,0,0
5914989,53,1,0,0,1,5,6578941,0,0.17936004819036,0,0,15,0,0
5173806,54,1,0,0,2,1,2611799,0,0.155872046033704,0,0,4,0,0
